,Unnamed: 0,MAKE,MODEL,VARIANT,FUELCODE,TRANSMISSIONCODE,FUEL,TRANSMISSION,CC
714,714,DATSUN,Redi-GO,1.0 S AMT (999 cc),7,1,PETROL,AUTOMATIC,999
715,715,DATSUN,Redi-GO,S 1.0 (999 cc),7,0,PETROL,MANUAL,999
716,716,DATSUN,Redi-GO,S (O) (799 cc),7,0,PETROL,MANUAL,799
717,717,FERRARI,458,ITALIA (4499 cc),7,1,PETROL,AUTOMATIC,4499
718,718,FERRARI,458,ITALIA 4.5 COUPE (4496 cc),7,1,PETROL,AUTOMATIC,4496
719,719,FERRARI,458,Speciale (4497 cc),7,1,PETROL,AUTOMATIC,4497
720,720,FERRARI,458,Speciale A (4497 cc),7,1,PETROL,AUTOMATIC,4497
721,721,FERRARI,488,GTB (3902 cc),7,1,PETROL,AUTOMATIC,3902
722,722,FERRARI,488,Spider (3902 cc),7,1,PETROL,AUTOMATIC,3902
723,723,FERRARI,599,GTB (5999 cc),7,1,PETROL,AUTOMATIC,5999
724,724,FERRARI,599,GTB F1 (5999 cc),7,1,PETROL,AUTOMATIC,5999
725,725,FERRARI,California ,T (3855 cc),7,1,PETROL,AUTOMATIC,3855
726,726,FERRARI,F 149,4.3 V8 (4297 cc),7,1,PETROL,AUTOMATIC,4297
727,727,FERRARI,F 151,CALIFORNIA (4297 cc),7,1,PETROL,AUTOMATIC,4297
728,728,FERRARI,F 430,F1 COUPE (4308 cc),7,1,PETROL,AUTOMATIC,4308
729,729,FERRARI,F12 Berlinetta,Berlinetta (6262 cc),7,1,PETROL,AUTOMATIC,6262
730,730,FERRARI,GTC4,Lusso (6262 cc),7,1,PETROL,AUTOMATIC,6262
731,731,FERRARI,GTC4,Lusso T (3855 cc),7,1,PETROL,AUTOMATIC,3855
732,732,FIAT,500,LOUNGE (1248 cc),4,0,DIESEL,MANUAL,1248
733,733,FIAT,500,SPORTS (1248 cc),4,0,DIESEL,MANUAL,1248
734,734,FIAT,Abarth,Abarth 595 competizione (1368 cc),7,1,PETROL,AUTOMATIC,1368
735,735,FIAT,Abarth Punto,T-Jet 1.4 Abarth (1368 cc),5,0,LPG_ONLY,MANUAL,1368
736,736,FIAT,Abarth Punto,T-Jet 1.4 Abarth (1368 cc),7,1,PETROL,AUTOMATIC,1368
737,737,FIAT,ADIRA MOBILE,680 CARAVAN (2287 cc),4,0,DIESEL,MANUAL,2287
738,738,FIAT,ALFA ROMEO,STD (3000 cc),7,0,PETROL,MANUAL,3000
739,739,FIAT,Avventura,Active 1.4 (1368 cc),7,0,PETROL,MANUAL,1368
740,740,FIAT,Avventura,Active Multijet 1.3 (1248 cc),4,0,DIESEL,MANUAL,1248
741,741,FIAT,Avventura,Dynamic 1.4 (1368 cc),7,0,PETROL,MANUAL,1368
742,742,FIAT,Avventura,Dynamic Multijet 1.3 (1248 cc),4,0,DIESEL,MANUAL,1248
743,743,FIAT,Avventura,Emotion Multijet 1.3 (1248 cc),4,0,DIESEL,MANUAL,1248
744,744,FIAT,BRAVO,SPORT 1.9 JTD 16 V (1910 cc),4,0,DIESEL,MANUAL,1910
745,745,FIAT,CINQUECENTO,LOUNGE MJTD (1248 cc),4,0,DIESEL,MANUAL,1248
746,746,FIAT,GRANDE PUNTO,1.2 ACTIVE (PETROL) (1172 cc),7,0,PETROL,MANUAL,1172
747,747,FIAT,GRANDE PUNTO,1.2 DYNAMIC (PETROL) (1172 cc),7,0,PETROL,MANUAL,1172
748,748,FIAT,GRANDE PUNTO,1.2 EMOTION (PETROL) (1172 cc),7,0,PETROL,MANUAL,1172
749,749,FIAT,GRANDE PUNTO,1.3 ACTIVE (DIESEL) (1248 cc),4,0,DIESEL,MANUAL,1248
750,750,FIAT,GRANDE PUNTO,1.3 DYNAMIC (DIESEL) (1248 cc),4,0,DIESEL,MANUAL,1248
751,751,FIAT,GRANDE PUNTO,1.3 EMOTION (DIESEL) (1248 cc),4,0,DIESEL,MANUAL,1248
752,752,FIAT,GRANDE PUNTO,1.3 EMOTION PACK (DIESEL) (1248 cc),4,0,DIESEL,MANUAL,1248
753,753,FIAT,GRANDE PUNTO,1.4 DYNAMIC (PETROL) (1368 cc),7,0,PETROL,MANUAL,1368
754,754,FIAT,GRANDE PUNTO,1.4 EMOTION (PETROL) (1368 cc),7,0,PETROL,MANUAL,1368
755,755,FIAT,GRANDE PUNTO,1.4 EMOTION PACK (PETROL) (1368 cc),7,0,PETROL,MANUAL,1368
756,756,FIAT,GRANDE PUNTO,90 HP - 1.3 EMOTION PACK (DIESEL) (1248 cc),4,0,DIESEL,MANUAL,1248
757,757,FIAT,GRANDE PUNTO,90 HP - 1.3 SPORT (DIESEL) (1248 cc),4,0,DIESEL,MANUAL,1248
758,758,FIAT,GRANDE PUNTO,EVO 1.2 ACTIVE (P) (1172 cc),7,0,PETROL,MANUAL,1172
759,759,FIAT,GRANDE PUNTO,EVO 1.2 DYNAMIC (P) (1172 cc),7,0,PETROL,MANUAL,1172
760,760,FIAT,GRANDE PUNTO,EVO 1.3 ACTIVE (D) (1248 cc),4,0,DIESEL,MANUAL,1248
761,761,FIAT,GRANDE PUNTO,EVO 1.3 DYNAMIC (D) (1248 cc),4,0,DIESEL,MANUAL,1248
762,762,FIAT,GRANDE PUNTO,EVO 1.3 EMOTION (D) (1248 cc),4,0,DIESEL,MANUAL,1248
763,763,FIAT,GRANDE PUNTO,EVO 1.3 EMOTION SPORT (D) (1248 cc),4,0,DIESEL,MANUAL,1248
764,764,FIAT,GRANDE PUNTO,EVO 1.4 EMOTION (P) (1368 cc),7,0,PETROL,MANUAL,1368
765,765,FIAT,GRANDE PUNTO,EVO 1.4 EMOTION SPORT (P) (1368 cc),7,0,PETROL,MANUAL,1368
766,766,FIAT,GRANDE PUNTO,PURE 1.2  (1172 cc),7,0,PETROL,MANUAL,1172
767,767,FIAT,GRANDE PUNTO,1.3 EVO SPORTIVO  (1248 cc),4,0,DIESEL,MANUAL,1248
768,768,FIAT,GRANDE PUNTO,PURE 1.3  (1248 cc),4,0,DIESEL,MANUAL,1248
769,769,FIAT,GRANDE PUNTO,1.4 ACTIVE  (1368 cc),7,0,PETROL,MANUAL,1368
770,770,FIAT,LINEA,ACTIVE (DIESEL) (1248 cc),4,0,DIESEL,MANUAL,1248
771,771,FIAT,LINEA,ACTIVE (PETROL) (1368 cc),7,0,PETROL,MANUAL,1368
772,772,FIAT,LINEA,DYNAMIC (DIESEL) (1248 cc),4,0,DIESEL,MANUAL,1248
773,773,FIAT,LINEA,DYNAMIC (PETROL) (1368 cc),7,0,PETROL,MANUAL,1368
774,774,FIAT,LINEA,DYNAMIC PACK (DIESEL) (1248 cc),4,0,DIESEL,MANUAL,1248
775,775,FIAT,LINEA,DYNAMIC PACK (PETROL) (1368 cc),7,0,PETROL,MANUAL,1368
776,776,FIAT,LINEA,EMOTION (DIESEL) (1248 cc),4,0,DIESEL,MANUAL,1248
777,777,FIAT,LINEA,EMOTION (PETROL) (1368 cc),7,0,PETROL,MANUAL,1368
778,778,FIAT,LINEA,EMOTION PACK (DIESEL) (1248 cc),4,0,DIESEL,MANUAL,1248
779,779,FIAT,LINEA,EMOTION PACK (PETROL) (1368 cc),7,0,PETROL,MANUAL,1368
780,780,FIAT,LINEA,T-JET (1368 cc),7,0,PETROL,MANUAL,1368
781,781,FIAT,LINEA,T-JET PLUS (1368 cc),7,0,PETROL,MANUAL,1368
782,782,FIAT,LINEA,1.4L T-JET ACTIVE PETROL (1368 cc),7,0,PETROL,MANUAL,1368
783,783,FIAT,LINEA,1.4L T-JET DYNAMIC PETROL (1368 cc),7,0,PETROL,MANUAL,1368
784,784,FIAT,LINEA,1.4L T-JET EMOTION PETROL (1368 cc),7,0,PETROL,MANUAL,1368
785,785,FIAT,LineaClassic,1.4 CLASSIC PETROL (1368 cc),7,0,PETROL,MANUAL,1368
786,786,FIAT,LineaClassic,1.3 CLASSIC MULTIJET DIESEL (1248 cc),4,0,DIESEL,MANUAL,1248
787,787,FIAT,LineaClassic,1.3 CLASSIC PLUS MULTIJET DIESEL (1248 cc),4,0,DIESEL,MANUAL,1248
788,788,FIAT,MAREA,100 SX (1596 cc),7,0,PETROL,MANUAL,1596
789,789,FIAT,PALIO,1.2 EL (1242 cc),7,0,PETROL,MANUAL,1242
790,790,FIAT,PALIO,1.2 EL PS (1242 cc),7,0,PETROL,MANUAL,1242
791,791,FIAT,PALIO,1.2 ELX (1242 cc),7,0,PETROL,MANUAL,1242
792,792,FIAT,PALIO,1.2 SPORT (1242 cc),7,0,PETROL,MANUAL,1242
793,793,FIAT,PALIO,1.6 GTX (1596 cc),7,0,PETROL,MANUAL,1596
794,794,FIAT,PALIO,1.6 SPORT (1596 cc),7,0,PETROL,MANUAL,1596
795,795,FIAT,PALIO,1.9 EL PS (DIESEL) (1910 cc),4,0,DIESEL,MANUAL,1910
796,796,FIAT,PALIO,1.9 ELX (DIESEL) (1910 cc),4,0,DIESEL,MANUAL,1910
797,797,FIAT,PALIO,ADVENTURE (1596 cc),7,0,PETROL,MANUAL,1596
798,798,FIAT,PALIO,ADVENTURE PS (1596 cc),7,0,PETROL,MANUAL,1596
799,799,FIAT,PALIO,ADVENTURE SPORT (1596 cc),7,0,PETROL,MANUAL,1596
800,800,FIAT,PALIO,S 10 (1596 cc),7,0,PETROL,MANUAL,1596
801,801,FIAT,PALIO,1.9 ADVENTURE (DIESEL) (1910 cc),4,0,DIESEL,MANUAL,1910
802,802,FIAT,PALIO STILE,1.1 SL (1108 cc),7,0,PETROL,MANUAL,1108
803,803,FIAT,PALIO STILE,1.1 SLE (1108 cc),7,0,PETROL,MANUAL,1108
804,804,FIAT,PALIO STILE,1.1 SLX (1108 cc),7,0,PETROL,MANUAL,1108
805,805,FIAT,PALIO STILE,1.6 SPORTS (1596 cc),7,0,PETROL,MANUAL,1596
806,806,FIAT,PALIO STILE MULTIJET,1.3 SD (1248 cc),4,0,DIESEL,MANUAL,1248
807,807,FIAT,PALIO STILE MULTIJET,1.3 SDE (1248 cc),4,0,DIESEL,MANUAL,1248
808,808,FIAT,PALIO STILE MULTIJET,1.3 SDX (1248 cc),4,0,DIESEL,MANUAL,1248
809,809,FIAT,PETRA,1.6 EL (1592 cc),7,0,PETROL,MANUAL,1592
810,810,FIAT,PETRA,1.6 ELX (1242 cc),7,0,PETROL,MANUAL,1242
811,811,FIAT,PETRA DIESEL,1.9 EL (1910 cc),4,0,DIESEL,MANUAL,1910
812,812,FIAT,PETRA DIESEL,1.9 ELX (1910 cc),4,0,DIESEL,MANUAL,1910
813,813,FIAT,PUNTO,Evo Emotion Multijet 1.3 90 hp (1248 cc),4,0,DIESEL,MANUAL,1248
814,814,FIAT,SIENA,1.2 ELX (1242 cc),7,0,PETROL,MANUAL,1242
815,815,FIAT,SIENA,1.2 EX (1242 cc),7,0,PETROL,MANUAL,1242
816,816,FIAT,SIENA,1.6 EL (1596 cc),7,0,PETROL,MANUAL,1596
817,817,FIAT,SIENA,1.6 ELX (1596 cc),7,0,PETROL,MANUAL,1596
818,818,FIAT,SIENA WEEKEND,ELX (PS / SP) (1581 cc),7,0,PETROL,MANUAL,1581
819,819,FIAT,SIENA WEEKEND,ELX (PS / SP) D (1697 cc),4,0,DIESEL,MANUAL,1697
820,820,FIAT,SIENA WEEKEND,ELX (PS) (1581 cc),7,0,PETROL,MANUAL,1581
821,821,FIAT,UNO,1.2 EL (1242 cc),7,0,PETROL,MANUAL,1242
822,822,FIAT,UNO,1.2 EL AC (1242 cc),7,0,PETROL,MANUAL,1242
823,823,FIAT,UNO,1.2 ELX AC (1242 cc),7,0,PETROL,MANUAL,1242
824,824,FIAT,UNO,1.2 TREND (1242 cc),7,0,PETROL,MANUAL,1242
825,825,FIAT,UNO,1.2 TREND AC (1242 cc),7,0,PETROL,MANUAL,1242
826,826,FIAT,UNO,1.7 TREND (1697 cc),4,0,DIESEL,MANUAL,1697
827,827,FIAT,UNO,1 (999 cc),7,0,PETROL,MANUAL,999
828,828,FIAT,URBAN CROSS,ACTIVE MULTIJET 1.3 (1248 cc),4,0,DIESEL,MANUAL,1248
829,829,FIAT,URBAN CROSS,DYNAMIC MULTIJET 1.3 (1248 cc),4,0,DIESEL,MANUAL,1248
830,830,FIAT,URBAN CROSS,EMOTION MULTIJET 1.3 (1248 cc),4,0,DIESEL,MANUAL,1248
831,831,FIAT,URBAN CROSS,EMOTION T-JET 1.4 (1368 cc),7,0,PETROL,MANUAL,1368
832,832,Force Motors,Gurkha,4X4 (2596 cc),4,0,DIESEL,MANUAL,2596
833,833,Force Motors,Trax Cruiser,9 STR (2596 cc),4,0,DIESEL,MANUAL,2596
834,834,Force Motors,Trax Cruiser,12 STR (2596 cc),4,0,DIESEL,MANUAL,2596
835,835,Force Motors,Trax Cruiser,9 STR AC (2596 cc),4,0,DIESEL,MANUAL,2596
836,836,Force Motors,Trax Cruiser,12 STR AC (2596 cc),4,0,DIESEL,MANUAL,2596
837,837,FORD,Aspire,Ambiente 1.2 Ti-VCT (1194 cc),7,0,PETROL,MANUAL,1194
838,838,FORD,Aspire,Trend 1.2 Ti-VCT (1194 cc),7,0,PETROL,MANUAL,1194
839,839,FORD,Aspire,Trend Plus 1.2 Ti-VCT (1194 cc),7,0,PETROL,MANUAL,1194
840,840,FORD,Aspire,Ambiente 1.5 TDCi (1498 cc),4,0,DIESEL,MANUAL,1498
841,841,FORD,Aspire,Titatnium 1.2 Ti-VCT (1194 cc),7,0,PETROL,MANUAL,1194
842,842,FORD,Aspire,Trend 1.5 TDCi (1498 cc),4,0,DIESEL,MANUAL,1498
843,843,FORD,Aspire,Titanium Plus 1.2 Ti-VCT (1194 cc),7,0,PETROL,MANUAL,1194
844,844,FORD,Aspire,Trend Plus 1.5 TDCi (1498 cc),4,0,DIESEL,MANUAL,1498
845,845,FORD,Aspire,Titanium 1.5 TDCi (1498 cc),4,0,DIESEL,MANUAL,1498
846,846,FORD,Aspire,Titanium Plus 1.5 TDCi (1498 cc),4,0,DIESEL,MANUAL,1498
847,847,FORD,Aspire,Titanium 1.5 Ti-VCT AT (1497 cc),7,1,PETROL,AUTOMATIC,1497
848,848,FORD,Aspire,Trend Plus CNG (1194 cc),3,0,LPG_OR_CNG,MANUAL,1194
849,849,FORD,ECOSPORT,1.5 TDCi DIESEL AMBIENTE MT (1498 cc),4,0,DIESEL,MANUAL,1498
850,850,FORD,ECOSPORT,1.5 TDCi DIESEL TITANIUM MT (1498 cc),4,0,DIESEL,MANUAL,1498
851,851,FORD,ECOSPORT,1.5 TDCi DIESEL TITANIUM(O) MT (1498 cc),4,0,DIESEL,MANUAL,1498
852,852,FORD,ECOSPORT,1.5 TDCi DIESEL TREND MT (1498 cc),4,0,DIESEL,MANUAL,1498
853,853,FORD,ECOSPORT,1.0 PETROL ECOBOOST TITANIUM MT (999 cc),7,0,PETROL,MANUAL,999
854,854,FORD,ECOSPORT,1.0 PETROL ECOBOOST TITANIUM(O) MT (999 cc),7,0,PETROL,MANUAL,999
855,855,FORD,ECOSPORT,1.5 TiVCT PETROL AMBIENTE MT (1499 cc),7,0,PETROL,MANUAL,1499
856,856,FORD,ECOSPORT,1.5 TiVCT PETROL TITANIUM AT (1499 cc),7,1,PETROL,AUTOMATIC,1499
857,857,FORD,ECOSPORT,1.5 TiVCT PETROL TITANIUM MT (1499 cc),7,0,PETROL,MANUAL,1499
858,858,FORD,ECOSPORT,1.5 TiVCT PETROL TREND MT (1499 cc),7,0,PETROL,MANUAL,1499
859,859,FORD,ECOSPORT,TREND + 1.0 L EcoBoost (999 cc),7,0,PETROL,MANUAL,999
860,860,FORD,ECOSPORT,PLATINUM EDITION (1498 cc),4,0,DIESEL,MANUAL,1498
861,861,FORD,ECOSPORT,ECOBOOST PLATINUM EDITION (999 cc),7,0,PETROL,MANUAL,999
862,862,FORD,ECOSPORT,TREND + AT (1499 cc),7,1,PETROL,AUTOMATIC,1499
863,863,FORD,ECOSPORT,TITANIUM + AT (1499 cc),7,1,PETROL,AUTOMATIC,1499
864,864,FORD,ECOSPORT,TITANIUM + MT (1498 cc),4,0,DIESEL,MANUAL,1498
865,865,FORD,ECOSPORT,TREND + MT (1498 cc),4,0,DIESEL,MANUAL,1498
866,866,FORD,ECOSPORT,S (1498 cc),4,0,DIESEL,MANUAL,1498
867,867,FORD,ECOSPORT,S (999 cc),7,0,PETROL,MANUAL,999
868,868,FORD,ECOSPORT,Signature Edition (1498 cc),4,0,DIESEL,MANUAL,1498
869,869,FORD,ECOSPORT,Signature Edition (1497 cc),7,0,PETROL,MANUAL,1497
870,870,FORD,ECOSPORT,Thunder Edition Petrol (1497 cc),7,0,PETROL,MANUAL,1497
871,871,FORD,ECOSPORT,1.5 Petrol Titanium Plus AT (1497 cc),7,1,PETROL,AUTOMATIC,1497
872,872,FORD,ECOSPORT,1.5 Petrol Titanium Plus  (1497 cc),7,1,PETROL,AUTOMATIC,1497
873,873,FORD,ECOSPORT,1.5 Petrol Titanium  (1497 cc),7,1,PETROL,AUTOMATIC,1497
874,874,FORD,ECOSPORT,1.5 Petrol Trend (1497 cc),7,1,PETROL,AUTOMATIC,1497
875,875,FORD,ECOSPORT,1.5 Petrol Trend Plus AT (1497 cc),7,1,PETROL,AUTOMATIC,1497
876,876,FORD,ECOSPORT,Thunder Edtion Diesel (1498 cc),4,1,DIESEL,AUTOMATIC,1498
877,877,FORD,ECOSPORT,1.0 Ecoboost Titanium Plus (999 cc),7,0,PETROL,MANUAL,999
878,878,FORD,ECOSPORT,Titanium+ MT Sports (1496 cc),7,0,PETROL,MANUAL,1496
879,879,FORD,ECOSPORT,Titanium+ MT Sports Diesel (1498 cc),4,0,DIESEL,MANUAL,1498
880,880,FORD,ECOSPORT,SE 1.5L Ti-VCT (1496 cc),7,0,PETROL,MANUAL,1496
881,881,FORD,ECOSPORT,SE 1.5L TDCi (1498 cc),4,0,DIESEL,MANUAL,1498
882,882,FORD,ECOSPORT,Titanium 1.5L Ti-VCT (1496 cc),7,0,PETROL,MANUAL,1496
883,883,FORD,ECOSPORT,S MT 1.5 Ti-VCT (1496 cc),7,0,PETROL,MANUAL,1496
884,884,FORD,ECOSPORT,S MT 1.5 TDCi (1498 cc),4,0,DIESEL,MANUAL,1498
885,885,FORD,ENDEAVOUR,2.5 4X2 MT HURRICANE (2499 cc),4,0,DIESEL,MANUAL,2499
886,886,FORD,ENDEAVOUR,3.0 4X2 AT (2953 cc),4,1,DIESEL,AUTOMATIC,2953
887,887,FORD,ENDEAVOUR,3.0 4X2 AT HURRICANE (2953 cc),4,1,DIESEL,AUTOMATIC,2953
888,888,FORD,ENDEAVOUR,3.0 4X4 AT HURRICANE (2953 cc),4,1,DIESEL,AUTOMATIC,2953
889,889,FORD,ENDEAVOUR,3.0 L 4X4 AT (2953 cc),4,1,DIESEL,AUTOMATIC,2953
890,890,FORD,ENDEAVOUR,4X2 TDCI LTD (2499 cc),4,0,DIESEL,MANUAL,2499
891,891,FORD,ENDEAVOUR,4X2 XLT (2499 cc),4,0,DIESEL,MANUAL,2499
892,892,FORD,ENDEAVOUR,4X2 XLT TDCI (2499 cc),4,0,DIESEL,MANUAL,2499
893,893,FORD,ENDEAVOUR,4X4 THUNDER PLUS (2953 cc),4,0,DIESEL,MANUAL,2953
894,894,FORD,ENDEAVOUR,4X4 XLT (2499 cc),4,0,DIESEL,MANUAL,2499
895,895,FORD,ENDEAVOUR,4X4 XLT TDCI (2499 cc),4,0,DIESEL,MANUAL,2499
896,896,FORD,ENDEAVOUR,2.5 4X2 TDCI (2495 cc),4,0,DIESEL,MANUAL,2495
897,897,FORD,ENDEAVOUR,Trend 2.2 4x2 MT (2198 cc),4,0,DIESEL,MANUAL,2198
898,898,FORD,ENDEAVOUR,Trend 2.2 4x2 AT (2198 cc),4,1,DIESEL,AUTOMATIC,2198
899,899,FORD,ENDEAVOUR,Trend 2.2 4x4 MT (2198 cc),4,0,DIESEL,MANUAL,2198
900,900,FORD,ENDEAVOUR,Titanium 2.2 4x2 AT (2198 cc),4,1,DIESEL,AUTOMATIC,2198
901,901,FORD,ENDEAVOUR,Trend 3.2 4x4 AT (3198 cc),4,1,DIESEL,AUTOMATIC,3198
902,902,FORD,ENDEAVOUR,Titanium 3.2 4x4 AT (3198 cc),4,1,DIESEL,AUTOMATIC,3198
903,903,FORD,ENDEAVOUR,Titanium Plus 3.2 4x4 AT (3198 cc),4,1,DIESEL,AUTOMATIC,3198
904,904,FORD,ENDEAVOUR,Titanium Plus 2.2 4x2 AT (2198 cc),4,1,DIESEL,AUTOMATIC,2198
905,905,FORD,ENDEAVOUR,Titanium 2.0 4x2 AT (1996 cc),4,1,DIESEL,AUTOMATIC,1996
906,906,FORD,ENDEAVOUR,Titanium Plus 2.0 4x2 AT (1996 cc),4,1,DIESEL,AUTOMATIC,1996
907,907,FORD,ENDEAVOUR,Titanium Plus 2.0 4x4 AT (1996 cc),4,1,DIESEL,AUTOMATIC,1996
908,908,FORD,ENDEAVOUR,Titanium 2.2 4x2 MT (2198 cc),4,0,DIESEL,MANUAL,2198
909,909,FORD,ENDEAVOUR,Sport Edition (1996 cc),4,1,DIESEL,AUTOMATIC,1996
910,910,FORD,ESCORT,Sport E (1596 cc),7,0,PETROL,MANUAL,1596
911,911,FORD,ESCORT,Alpha 1.6 (1596 cc),7,0,PETROL,MANUAL,1596
912,912,FORD,ESCORT,1.3 STD (1297 cc),7,0,PETROL,MANUAL,1297
913,913,FORD,ESCORT,1.3 LX (1297 cc),7,0,PETROL,MANUAL,1297
914,914,FORD,ESCORT,Orion 1.8 (1753 cc),4,0,DIESEL,MANUAL,1753
915,915,FORD,ESCORT,1.8 STD (1753 cc),4,0,DIESEL,MANUAL,1753
916,916,FORD,ESCORT,1.8 LX (1753 cc),4,0,DIESEL,MANUAL,1753
917,917,FORD,FIESTA,1.4 DURATORQ EXI (DIESEL) (1399 cc),4,0,DIESEL,MANUAL,1399
918,918,FORD,FIESTA,1.4 DURATORQ EXI SVP (1399 cc),4,0,DIESEL,MANUAL,1399
919,919,FORD,FIESTA,1.4 DURATORQ SXI (DIESEL) (1399 cc),4,0,DIESEL,MANUAL,1399
920,920,FORD,FIESTA,1.4 DURATORQ ZXI (DIESEL) (1399 cc),4,0,DIESEL,MANUAL,1399
921,921,FORD,FIESTA,1.4 EXI (1388 cc),7,0,PETROL,MANUAL,1388
922,922,FORD,FIESTA,1.4 EXI DURASPORT (1388 cc),7,0,PETROL,MANUAL,1388
923,923,FORD,FIESTA,1.4 EXI LTD EDN (1388 cc),7,0,PETROL,MANUAL,1388
924,924,FORD,FIESTA,1.4 EXI TDCI LTD ABS (1399 cc),4,0,DIESEL,MANUAL,1399
925,925,FORD,FIESTA,1.4 EXI TDCI LTD EDN (1399 cc),4,0,DIESEL,MANUAL,1399
926,926,FORD,FIESTA,1.4 SXI TDCI (1399 cc),4,0,DIESEL,MANUAL,1399
927,927,FORD,FIESTA,1.4 ZXI (1388 cc),7,0,PETROL,MANUAL,1388
928,928,FORD,FIESTA,1.4 ZXI LTD EDN (1388 cc),7,0,PETROL,MANUAL,1388
929,929,FORD,FIESTA,1.4 ZXI TDCI ABS (1399 cc),4,0,DIESEL,MANUAL,1399
930,930,FORD,FIESTA,1.4 ZXI TDCI LTD EDN (1399 cc),4,0,DIESEL,MANUAL,1399
931,931,FORD,FIESTA,1.6 DURATEC EXI (PETROL) (1596 cc),7,0,PETROL,MANUAL,1596
932,932,FORD,FIESTA,1.6 DURATEC S (PETROL) (1596 cc),7,0,PETROL,MANUAL,1596
933,933,FORD,FIESTA,1.6 DURATEC SXI (PETROL) (1596 cc),7,0,PETROL,MANUAL,1596
934,934,FORD,FIESTA,1.6 DURATEC ZXI (PETROL) (1596 cc),7,0,PETROL,MANUAL,1596
935,935,FORD,FIESTA,1.6 EXI (SVP) LTD EDITION (1596 cc),7,0,PETROL,MANUAL,1596
936,936,FORD,FIESTA,1.6 ZXI (1596 cc),7,0,PETROL,MANUAL,1596
937,937,FORD,FIESTA,1.6 ZXI DUROSPORT (1596 cc),7,0,PETROL,MANUAL,1596
938,938,FORD,FIESTA,1.6 ZXI DUROSPORT ABS (1596 cc),7,0,PETROL,MANUAL,1596
939,939,FORD,FIESTA,CLASSIC 1.4 TDCI CLXI (1399 cc),4,0,DIESEL,MANUAL,1399
940,940,FORD,FIESTA,CLASSIC 1.4 TDCI LXI (1399 cc),4,0,DIESEL,MANUAL,1399
941,941,FORD,FIESTA,CLASSIC 1.4 TDCI SXI (1399 cc),4,0,DIESEL,MANUAL,1399
942,942,FORD,FIESTA,CLASSIC 1.6 DURATEC CLXI (1596 cc),7,0,PETROL,MANUAL,1596
943,943,FORD,FIESTA,CLASSIC 1.6 DURATEC LXI (1596 cc),7,0,PETROL,MANUAL,1596
944,944,FORD,FIESTA,CLASSIC 1.6 DURATEC SXI (1596 cc),7,0,PETROL,MANUAL,1596
945,945,FORD,FIESTA,1.4 ZXI TDCI (1399 cc),4,0,DIESEL,MANUAL,1399
946,946,FORD,FIESTA,CLASSIC 1.4 TDCI TITANIUM (1399 cc),4,0,DIESEL,MANUAL,1399
947,947,FORD,FIESTA,CLASSIC 1.6 DURATEC TITANIUM (1596 cc),7,0,PETROL,MANUAL,1596
948,948,FORD,FIESTA 1.5,AMBIENTE (1499 cc),7,0,PETROL,MANUAL,1499
949,949,FORD,FIESTA 1.5,TREND DIESEL (1498 cc),4,0,DIESEL,MANUAL,1498
950,950,FORD,FIESTA 1.5,TREND PETROL (1499 cc),7,0,PETROL,MANUAL,1499
951,951,FORD,FIESTA 1.5,STYLE DIESEL (1498 cc),4,0,DIESEL,MANUAL,1498
952,952,FORD,FIESTA 1.5,STYLE PETROL (1499 cc),7,0,PETROL,MANUAL,1499
953,953,FORD,FIESTA 1.5,STYLE PETROL AT (1499 cc),4,1,DIESEL,AUTOMATIC,1499
954,954,FORD,FIESTA 1.5,TITANIUM DIESEL (1498 cc),4,0,DIESEL,MANUAL,1498
955,955,FORD,FIESTA 1.5,TITANIUM PETROL (1499 cc),7,0,PETROL,MANUAL,1499
956,956,FORD,FIESTA 1.5,TITANIUM PLUS DIESEL (1498 cc),4,0,DIESEL,MANUAL,1498
957,957,FORD,FIESTA 1.5,TITANIUM PLUS PETROL (1499 cc),7,0,PETROL,MANUAL,1499
958,958,FORD,FIESTA 1.5,TITANIUM PLUS PETROL AT (1499 cc),7,1,PETROL,AUTOMATIC,1499
959,959,FORD,FIGO,1.2 DURATEC PETROL EXI (1196 cc),7,0,PETROL,MANUAL,1196
960,960,FORD,FIGO,1.2 DURATEC PETROL LXI (1196 cc),7,0,PETROL,MANUAL,1196
961,961,FORD,FIGO,1.2 DURATEC PETROL TITANIUM (1196 cc),7,0,PETROL,MANUAL,1196
962,962,FORD,FIGO,1.2 DURATEC PETROL ZXI (1196 cc),7,0,PETROL,MANUAL,1196
963,963,FORD,FIGO,1.4 DURATORQ DIESEL EXI (1399 cc),4,0,DIESEL,MANUAL,1399
964,964,FORD,FIGO,1.4 DURATORQ DIESEL LXI (1399 cc),4,0,DIESEL,MANUAL,1399
965,965,FORD,FIGO,1.4 DURATORQ DIESEL TITANIUM (1399 cc),4,0,DIESEL,MANUAL,1399
966,966,FORD,FIGO,1.4 DURATORQ DIESEL ZXI (1399 cc),4,0,DIESEL,MANUAL,1399
967,967,FORD,FIGO,Base 1.2 Ti-VCT (1196 cc),7,0,PETROL,MANUAL,1196
968,968,FORD,FIGO,Ambiente 1.2 Ti-VCT (1196 cc),7,0,PETROL,MANUAL,1196
969,969,FORD,FIGO,Trend 1.2 Ti-VCT (1196 cc),7,0,PETROL,MANUAL,1196
970,970,FORD,FIGO,Base 1.5 TDCi (1498 cc),4,0,DIESEL,MANUAL,1498
